Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit,date,customer_id,product,price,quantity,coupon_code,shipping_city,discount_pct,net_total,days_since_purchase
Asia,Bhutan,Meat,Offline,M,2017-06-08,631047666,2017-07-03,9882,421.89,364.69,4169116.98,3603866.58,565250.4,2017-06-08,631047666,Meat,421.89,9882,SAVE10,Bhutan,10,3752205.282,3035
North America,United States of America,Household,Offline,L,2016-08-23,345712554,2016-10-05,2882,668.27,502.54,1925954.14,1448320.28,477633.86,2016-08-23,345712554,Household,668.27,2882,NOCOUP,New York,0,1925954.14,3324
Middle East and North Africa,Egypt,Personal Care,Online,C,2014-06-28,335873353,2014-08-16,1244,81.73,56.67,101672.12,70497.48,31174.64,2014-06-28,335873353,Personal Care,81.73,1244,VIP20,Egypt,20,81337.69600000001,4111
Europe,Sweden,Household,Offline,C,2016-10-25,767203891,2016-12-06,1535,668.27,502.54,1025794.45,771398.9,254395.55,2016-10-25,767203891,Household,668.27,1535,SAVE15,Sweden,15,871925.2825,3261
Asia,Nepal,Baby Food,Offline,M,2015-05-23,525690495,2015-06-24,2354,255.28,159.42,600929.12,375274.68,225654.44,2015-05-23,525690495,Baby Food,255.28,2354,SAVE10,Nepal,10,540836.208,3782
Sub-Saharan Africa,Senegal,Clothes,Online,M,2014-05-26,367631995,2014-06-13,9332,109.28,35.84,1019800.96,334458.88,685342.08,2014-05-26,367631995,Clothes,109.28,9332,SAVE10,Senegal,10,917820.864,4144
Central America and the Caribbean,Dominican Republic,Baby Food,Online,H,2011-07-12,669639718,2011-07-25,128,255.28,159.42,32675.84,20405.76,12270.08,2011-07-12,669639718,Baby Food,255.28,128,SAVE10,Dominican Republic,10,29408.256,5193
Europe,Ukraine,Clothes,Online,H,2016-11-17,978637492,2016-12-04,9436,109.28,35.84,1031166.08,338186.24,692979.84,2016-11-17,978637492,Clothes,109.28,9436,SAVE10,Ukraine,10,928049.472,3238
Sub-Saharan Africa,Comoros,Clothes,Online,C,2011-05-02,461861646,2011-06-16,3979,109.28,35.84,434825.12,142607.36,292217.76,2011-05-02,461861646,Clothes,109.28,3979,SAVE10,Comoros,10,391342.608,5264
Sub-Saharan Africa,Benin,Cereal,Offline,M,2010-11-30,156861007,2011-01-15,7513,205.7,117.11,1545424.1,879847.43,665576.67,2010-11-30,156861007,Cereal,205.7,7513,SAVE10,Benin,10,1390881.69,5417
Sub-Saharan Africa,Ethiopia,Fruits,Offline,M,2017-07-23,721496903,2017-08-30,5822,9.33,6.92,54319.26,40288.24,14031.02,2017-07-23,721496903,Fruits,9.33,5822,SAVE10,Ethiopia,10,48887.334,2990
Sub-Saharan Africa,Djibouti,Cosmetics,Offline,L,2015-05-07,183943164,2015-05-30,1725,437.2,263.33,754170.0,454244.25,299925.75,2015-05-07,183943164,Cosmetics,437.2,1725,NOCOUP,Djibouti,0,754170.0,3798
Middle East and North Africa,United Arab Emirates,Cosmetics,Online,C,2012-02-18,692686116,2012-03-09,70,437.2,263.33,30604.0,18433.1,12170.9,2012-02-18,692686116,Cosmetics,437.2,70,SAVE15,United Arab Emirates,15,26013.399999999998,4972
Europe,Italy,Beverages,Online,M,2013-01-18,866524589,2013-02-19,2737,47.45,31.79,129870.65,87009.23,42861.42,2013-01-18,866524589,Beverages,47.45,2737,SAVE10,Italy,10,116883.585,4637
Asia,Kazakhstan,Clothes,Offline,L,2016-09-24,744569909,2016-10-23,3637,109.28,35.84,397451.36,130350.08,267101.28,2016-09-24,744569909,Clothes,109.28,3637,SAVE10,Kazakhstan,10,357706.224,3292
Central America and the Caribbean,The Bahamas,Cosmetics,Online,H,2011-07-05,436245906,2011-07-22,3713,437.2,263.33,1623323.6,977744.29,645579.31,2011-07-05,436245906,Cosmetics,437.2,3713,SAVE15,The Bahamas,15,1379825.0599999998,5200
Middle East and North Africa,Algeria,Fruits,Online,M,2017-01-26,571288907,2017-02-12,5938,9.33,6.92,55401.54,41090.96,14310.58,2017-01-26,571288907,Fruits,9.33,5938,SAVE10,Algeria,10,49861.386,3168
Europe,Malta,Office Supplies,Online,L,2012-07-11,949747741,2012-08-16,317,651.21,524.96,206433.57,166412.32,40021.25,2012-07-11,949747741,Office Supplies,651.21,317,NOCOUP,Malta,0,206433.57,4828
Sub-Saharan Africa,Sudan,Personal Care,Offline,C,2015-11-27,991983735,2016-01-12,8886,81.73,56.67,726252.78,503569.62,222683.16,2015-11-27,991983735,Personal Care,81.73,8886,VIP20,Sudan,20,581002.224,3594
Europe,Lithuania,Baby Food,Offline,C,2012-03-24,188670718,2012-03-31,713,255.28,159.42,182014.64,113666.46,68348.18,2012-03-24,188670718,Baby Food,255.28,713,SAVE10,Lithuania,10,163813.176,4937
Sub-Saharan Africa,Lesotho,Office Supplies,Online,L,2010-04-20,350795018,2010-06-02,6896,651.21,524.96,4490744.16,3620124.16,870620.0,2010-04-20,350795018,Office Supplies,651.21,6896,NOCOUP,Lesotho,0,4490744.16,5641
Middle East and North Africa,Israel,Snacks,Offline,H,2016-03-15,659655463,2016-03-29,5565,152.58,97.44,849107.7,542253.6,306854.1,2016-03-15,659655463,Snacks,152.58,5565,SAVE15,Israel,15,721741.545,3485
Sub-Saharan Africa,Benin,Baby Food,Online,M,2014-05-15,816863381,2014-06-30,6882,255.28,159.42,1756836.96,1097128.44,659708.52,2014-05-15,816863381,Baby Food,255.28,6882,SAVE10,Benin,10,1581153.264,4155
Sub-Saharan Africa,Burundi,Snacks,Online,C,2016-10-16,594342601,2016-10-16,8038,152.58,97.44,1226438.04,783222.72,443215.32,2016-10-16,594342601,Snacks,152.58,8038,SAVE15,Burundi,15,1042472.334,3270
Central America and the Caribbean,Costa Rica,Clothes,Offline,M,2013-10-28,284329450,2013-11-02,8257,109.28,35.84,902324.96,295930.88,606394.08,2013-10-28,284329450,Clothes,109.28,8257,SAVE10,Costa Rica,10,812092.464,4354
Asia,Maldives,Office Supplies,Online,C,2015-10-20,249372756,2015-11-14,3795,651.21,524.96,2471341.95,1992223.2,479118.75,2015-10-20,249372756,Office Supplies,651.21,3795,NOCOUP,Maldives,0,2471341.95,3632
Sub-Saharan Africa,Mauritania,Vegetables,Online,H,2011-06-01,472333848,2011-07-07,2937,154.06,90.93,452474.22,267061.41,185412.81,2011-06-01,472333848,Vegetables,154.06,2937,NOCOUP,Mauritania,0,452474.22000000003,5234
Sub-Saharan Africa,Liberia,Beverages,Offline,H,2016-12-03,106386554,2016-12-08,1000,47.45,31.79,47450.0,31790.0,15660.0,2016-12-03,106386554,Beverages,47.45,1000,NOCOUP,Liberia,0,47450.0,3222
Australia and Oceania,East Timor,Meat,Online,C,2011-10-15,625017201,2011-10-28,5334,421.89,364.69,2250361.26,1945256.46,305104.8,2011-10-15,625017201,Meat,421.89,5334,NOCOUP,East Timor,0,2250361.26,5098
Europe,Sweden,Vegetables,Offline,C,2010-08-10,872024619,2010-09-05,318,154.06,90.93,48991.08,28915.74,20075.34,2010-08-10,872024619,Vegetables,154.06,318,NOCOUP,Sweden,0,48991.08,5529
Sub-Saharan Africa,Republic of the Congo,Personal Care,Online,C,2013-11-27,211520135,2013-12-22,2363,81.73,56.67,193127.99,133911.21,59216.78,2013-11-27,211520135,Personal Care,81.73,2363,VIP20,Republic Of The Congo,20,154502.39200000002,4324
Asia,Uzbekistan,Meat,Offline,L,2011-11-29,777927577,2011-12-29,4912,421.89,364.69,2072323.68,1791357.28,280966.4,2011-11-29,777927577,Meat,421.89,4912,NOCOUP,Uzbekistan,0,2072323.68,5053
Middle East and North Africa,Saudi Arabia,Snacks,Offline,C,2011-01-21,725983273,2011-02-13,3438,152.58,97.44,524570.04,334998.72,189571.32,2011-01-21,725983273,Snacks,152.58,3438,SAVE15,Saudi Arabia,15,445884.53400000004,5365
Sub-Saharan Africa,South Africa,Snacks,Offline,M,2015-01-23,980736052,2015-02-17,447,152.58,97.44,68203.26,43555.68,24647.58,2015-01-23,980736052,Snacks,152.58,447,SAVE10,South Africa,10,61382.93400000001,3902
Sub-Saharan Africa,Lesotho,Cosmetics,Offline,C,2013-07-24,287547242,2013-08-13,474,437.2,263.33,207232.8,124818.42,82414.38,2013-07-24,287547242,Cosmetics,437.2,474,SAVE15,Lesotho,15,176147.87999999998,4450
Asia,Thailand,Clothes,Offline,L,2016-03-09,162090671,2016-04-09,5086,109.28,35.84,555798.08,182282.24,373515.84,2016-03-09,162090671,Clothes,109.28,5086,SAVE10,Thailand,10,500218.272,3491
Australia and Oceania,Australia,Cereal,Online,C,2010-12-02,840352666,2011-01-14,7883,205.7,117.11,1621533.1,923178.13,698354.97,2010-12-02,840352666,Cereal,205.7,7883,NOCOUP,Australia,0,1621533.0999999999,5415
Central America and the Caribbean,Dominica,Cosmetics,Offline,H,2013-04-21,828632056,2013-05-21,9494,437.2,263.33,4150776.8,2500055.02,1650721.78,2013-04-21,828632056,Cosmetics,437.2,9494,SAVE15,Dominica,15,3528160.28,4544
Europe,Monaco,Cosmetics,Online,H,2017-03-28,953540170,2017-04-26,2581,437.2,263.33,1128413.2,679654.73,448758.47,2017-03-28,953540170,Cosmetics,437.2,2581,SAVE15,Monaco,15,959151.22,3107
Middle East and North Africa,Egypt,Snacks,Online,C,2013-11-24,312000834,2013-12-11,6835,152.58,97.44,1042884.3,666002.4,376881.9,2013-11-24,312000834,Snacks,152.58,6835,SAVE15,Egypt,15,886451.655,4327
Europe,Ireland,Meat,Online,L,2010-08-30,321250379,2010-09-30,3981,421.89,364.69,1679544.09,1451830.89,227713.2,2010-08-30,321250379,Meat,421.89,3981,NOCOUP,Ireland,0,1679544.0899999999,5509
Asia,South Korea,Office Supplies,Online,H,2012-03-13,668837630,2012-05-01,2773,651.21,524.96,1805805.33,1455714.08,350091.25,2012-03-13,668837630,Office Supplies,651.21,2773,NOCOUP,South Korea,0,1805805.33,4948
Asia,Kyrgyzstan,Beverages,Offline,L,2016-08-29,662623918,2016-09-08,3997,47.45,31.79,189657.65,127064.63,62593.02,2016-08-29,662623918,Beverages,47.45,3997,NOCOUP,Kyrgyzstan,0,189657.65000000002,3318
Sub-Saharan Africa,Benin,Cosmetics,Online,L,2011-11-27,580783069,2012-01-12,5471,437.2,263.33,2391921.2,1440678.43,951242.77,2011-11-27,580783069,Cosmetics,437.2,5471,NOCOUP,Benin,0,2391921.1999999997,5055
Asia,India,Cereal,Online,C,2017-02-25,321801412,2017-04-11,7044,205.7,117.11,1448950.8,824922.84,624027.96,2017-02-25,321801412,Cereal,205.7,7044,NOCOUP,Mumbai,0,1448950.7999999998,3138
Sub-Saharan Africa,Burundi,Baby Food,Online,L,2011-01-14,754477775,2011-02-23,5595,255.28,159.42,1428291.6,891954.9,536336.7,2011-01-14,754477775,Baby Food,255.28,5595,SAVE10,Burundi,10,1285462.4400000002,5372
Asia,Maldives,Meat,Online,L,2011-02-11,567923486,2011-03-05,35,421.89,364.69,14766.15,12764.15,2002.0,2011-02-11,567923486,Meat,421.89,35,NOCOUP,Maldives,0,14766.15,5344
Asia,India,Clothes,Offline,L,2017-01-27,321562373,2017-02-21,6307,109.28,35.84,689228.96,226042.88,463186.08,2017-01-27,321562373,Clothes,109.28,6307,SAVE10,Mumbai,10,620306.064,3167
Middle East and North Africa,United Arab Emirates,Fruits,Online,H,2014-07-15,195130765,2014-08-27,2384,9.33,6.92,22242.72,16497.28,5745.44,2014-07-15,195130765,Fruits,9.33,2384,NOCOUP,United Arab Emirates,0,22242.72,4094
Sub-Saharan Africa,Sudan,Baby Food,Online,L,2016-09-05,438677489,2016-09-14,3272,255.28,159.42,835276.16,521622.24,313653.92,2016-09-05,438677489,Baby Food,255.28,3272,SAVE10,Sudan,10,751748.544,3311
Sub-Saharan Africa,Swaziland,Fruits,Offline,L,2015-01-13,922563874,2015-02-03,6007,9.33,6.92,56045.31,41568.44,14476.87,2015-01-13,922563874,Fruits,9.33,6007,NOCOUP,Swaziland,0,56045.31,3912
Sub-Saharan Africa,Angola,Beverages,Offline,M,2013-07-20,687463748,2013-08-01,4655,47.45,31.79,220879.75,147982.45,72897.3,2013-07-20,687463748,Beverages,47.45,4655,SAVE10,Angola,10,198791.775,4454
Europe,Slovenia,Cosmetics,Offline,M,2017-03-31,194363439,2017-05-02,5316,437.2,263.33,2324155.2,1399862.28,924292.92,2017-03-31,194363439,Cosmetics,437.2,5316,SAVE10,Slovenia,10,2091739.6799999997,3104
Asia,North Korea,Personal Care,Offline,H,2013-04-10,874561774,2013-04-26,1119,81.73,56.67,91455.87,63413.73,28042.14,2013-04-10,874561774,Personal Care,81.73,1119,VIP20,North Korea,20,73164.69600000001,4555
Sub-Saharan Africa,Tanzania,Office Supplies,Online,M,2012-07-26,179670083,2012-08-10,7225,651.21,524.96,4704992.25,3792836.0,912156.25,2012-07-26,179670083,Office Supplies,651.21,7225,SAVE10,Tanzania,10,4234493.025,4813
Australia and Oceania,Papua New Guinea,Snacks,Offline,M,2015-10-07,131612193,2015-10-23,5828,152.58,97.44,889236.24,567880.32,321355.92,2015-10-07,131612193,Snacks,152.58,5828,SAVE10,Papua New Guinea,10,800312.6160000002,3645
Asia,Turkmenistan,Cereal,Offline,M,2016-12-30,572624433,2017-01-20,1149,205.7,117.11,236349.3,134559.39,101789.91,2016-12-30,572624433,Cereal,205.7,1149,SAVE10,Turkmenistan,10,212714.37,3195
Central America and the Caribbean,Grenada,Cosmetics,Offline,H,2015-04-03,515255630,2015-04-21,4446,437.2,263.33,1943791.2,1170765.18,773026.02,2015-04-03,515255630,Cosmetics,437.2,4446,SAVE15,Grenada,15,1652222.52,3832
Europe,Sweden,Cereal,Offline,H,2010-07-29,392367112,2010-08-10,9003,205.7,117.11,1851917.1,1054341.33,797575.77,2010-07-29,392367112,Cereal,205.7,9003,NOCOUP,Sweden,0,1851917.0999999999,5541
Europe,Greece,Snacks,Offline,C,2015-06-09,707132709,2015-07-23,5137,152.58,97.44,783803.46,500549.28,283254.18,2015-06-09,707132709,Snacks,152.58,5137,SAVE15,Greece,15,666232.9410000001,3765
Central America and the Caribbean,Costa Rica,Cereal,Online,H,2013-01-31,683038747,2013-02-16,5199,205.7,117.11,1069434.3,608854.89,460579.41,2013-01-31,683038747,Cereal,205.7,5199,NOCOUP,Costa Rica,0,1069434.3,4624
Australia and Oceania,Kiribati,Snacks,Offline,L,2014-05-02,513884055,2014-05-25,8566,152.58,97.44,1307000.28,834671.04,472329.24,2014-05-02,513884055,Snacks,152.58,8566,NOCOUP,Kiribati,0,1307000.28,4168
Asia,Turkmenistan,Meat,Offline,L,2015-12-03,913779962,2015-12-24,6652,421.89,364.69,2806412.28,2425917.88,380494.4,2015-12-03,913779962,Meat,421.89,6652,NOCOUP,Turkmenistan,0,2806412.28,3588
Middle East and North Africa,Somalia,Beverages,Offline,H,2011-11-10,867150294,2011-11-13,7897,47.45,31.79,374712.65,251045.63,123667.02,2011-11-10,867150294,Beverages,47.45,7897,NOCOUP,Somalia,0,374712.65,5072
Middle East and North Africa,Saudi Arabia,Meat,Offline,C,2012-05-14,778731381,2012-06-10,2776,421.89,364.69,1171166.64,1012379.44,158787.2,2012-05-14,778731381,Meat,421.89,2776,NOCOUP,Saudi Arabia,0,1171166.64,4886
Europe,Portugal,Clothes,Offline,C,2017-05-20,223572051,2017-06-28,8793,109.28,35.84,960899.04,315141.12,645757.92,2017-05-20,223572051,Clothes,109.28,8793,SAVE10,Portugal,10,864809.136,3054
Middle East and North Africa,Iran,Baby Food,Online,M,2012-09-30,197033631,2012-11-18,5485,255.28,159.42,1400210.8,874418.7,525792.1,2012-09-30,197033631,Baby Food,255.28,5485,SAVE10,Iran,10,1260189.72,4747
Asia,Cambodia,Personal Care,Offline,C,2011-11-21,864789950,2011-11-22,9419,81.73,56.67,769814.87,533774.73,236040.14,2011-11-21,864789950,Personal Care,81.73,9419,VIP20,Cambodia,20,615851.8960000001,5061
Europe,Switzerland,Personal Care,Offline,C,2014-02-19,212827336,2014-03-01,9193,81.73,56.67,751343.89,520967.31,230376.58,2014-02-19,212827336,Personal Care,81.73,9193,VIP20,Switzerland,20,601075.1120000001,4240
Central America and the Caribbean,Dominica,Vegetables,Offline,M,2016-02-11,797444617,2016-03-05,438,154.06,90.93,67478.28,39827.34,27650.94,2016-02-11,797444617,Vegetables,154.06,438,SAVE10,Dominica,10,60730.452,3518
Asia,Kazakhstan,Household,Offline,L,2015-07-01,295253121,2015-07-03,815,668.27,502.54,544640.05,409570.1,135069.95,2015-07-01,295253121,Household,668.27,815,NOCOUP,Kazakhstan,0,544640.0499999999,3743
Asia,Myanmar,Snacks,Online,M,2014-10-27,953176677,2014-12-15,5015,152.58,97.44,765188.7,488661.6,276527.1,2014-10-27,953176677,Snacks,152.58,5015,SAVE10,Myanmar,10,688669.8300000001,3990
Sub-Saharan Africa,Mauritius ,Office Supplies,Online,L,2010-02-10,138451611,2010-03-07,9763,651.21,524.96,6357763.23,5125184.48,1232578.75,2010-02-10,138451611,Office Supplies,651.21,9763,NOCOUP,Mauritius ,0,6357763.23,5710
Sub-Saharan Africa,Comoros,Personal Care,Online,C,2017-05-22,688626754,2017-06-25,8814,81.73,56.67,720368.22,499489.38,220878.84,2017-05-22,688626754,Personal Care,81.73,8814,VIP20,Comoros,20,576294.5760000001,3052
Asia,Vietnam,Snacks,Online,M,2015-11-17,561563432,2015-12-28,7953,152.58,97.44,1213468.74,774940.32,438528.42,2015-11-17,561563432,Snacks,152.58,7953,SAVE10,Vietnam,10,1092121.866,3604
Sub-Saharan Africa,South Africa,Beverages,Online,M,2012-05-15,485435473,2012-07-04,9999,47.45,31.79,474452.55,317868.21,156584.34,2012-05-15,485435473,Beverages,47.45,9999,SAVE10,South Africa,10,427007.29500000004,4885
Central America and the Caribbean,The Bahamas,Office Supplies,Online,M,2014-09-22,808729207,2014-10-19,9799,651.21,524.96,6381206.79,5144083.04,1237123.75,2014-09-22,808729207,Office Supplies,651.21,9799,SAVE10,The Bahamas,10,5743086.1110000005,4025
Middle East and North Africa,Tunisia ,Snacks,Online,C,2012-12-05,150243461,2013-01-02,9234,152.58,97.44,1408923.72,899760.96,509162.76,2012-12-05,150243461,Snacks,152.58,9234,SAVE15,Tunisia ,15,1197585.1620000002,4681
Sub-Saharan Africa,South Sudan,Personal Care,Offline,C,2013-03-09,349089562,2013-03-31,2214,81.73,56.67,180950.22,125467.38,55482.84,2013-03-09,349089562,Personal Care,81.73,2214,VIP20,South Sudan,20,144760.176,4587
Sub-Saharan Africa,Guinea,Cereal,Online,H,2011-05-27,614691340,2011-06-10,9682,205.7,117.11,1991587.4,1133859.02,857728.38,2011-05-27,614691340,Cereal,205.7,9682,NOCOUP,Guinea,0,1991587.4,5239
Asia,Vietnam,Personal Care,Online,M,2012-02-14,676785123,2012-03-11,4612,81.73,56.67,376938.76,261362.04,115576.72,2012-02-14,676785123,Personal Care,81.73,4612,SAVE10,Vietnam,10,339244.884,4976
Central America and the Caribbean,Grenada,Vegetables,Offline,L,2017-03-02,335419738,2017-03-16,7009,154.06,90.93,1079806.54,637328.37,442478.17,2017-03-02,335419738,Vegetables,154.06,7009,NOCOUP,Grenada,0,1079806.54,3133
Central America and the Caribbean,Trinidad and Tobago,Fruits,Offline,C,2014-04-13,810956513,2014-04-15,8908,9.33,6.92,83111.64,61643.36,21468.28,2014-04-13,810956513,Fruits,9.33,8908,NOCOUP,Trinidad And Tobago,0,83111.64,4187
Middle East and North Africa,Israel,Household,Offline,L,2011-03-16,694069278,2011-05-05,9378,668.27,502.54,6267036.06,4712820.12,1554215.94,2011-03-16,694069278,Household,668.27,9378,NOCOUP,Israel,0,6267036.06,5311
Australia and Oceania,Papua New Guinea,Fruits,Offline,M,2016-09-26,895744359,2016-10-24,9516,9.33,6.92,88784.28,65850.72,22933.56,2016-09-26,895744359,Fruits,9.33,9516,SAVE10,Papua New Guinea,10,79905.852,3290
Middle East and North Africa,Iraq,Cosmetics,Offline,H,2014-04-01,597280585,2014-04-01,7453,437.2,263.33,3258451.6,1962598.49,1295853.11,2014-04-01,597280585,Cosmetics,437.2,7453,SAVE15,Iraq,15,2769683.86,4199
Sub-Saharan Africa,Sudan,Baby Food,Online,M,2010-11-19,400289285,2010-12-31,3350,255.28,159.42,855188.0,534057.0,321131.0,2010-11-19,400289285,Baby Food,255.28,3350,SAVE10,Sudan,10,769669.2000000001,5428
Europe,Vatican City,Household,Offline,C,2011-01-25,976694285,2011-02-07,4398,668.27,502.54,2939051.46,2210170.92,728880.54,2011-01-25,976694285,Household,668.27,4398,SAVE15,Vatican City,15,2498193.741,5361
Europe,Norway,Household,Offline,M,2012-09-19,818731915,2012-11-01,9823,668.27,502.54,6564416.21,4936450.42,1627965.79,2012-09-19,818731915,Household,668.27,9823,SAVE10,Norway,10,5907974.589,4758
Europe,Kosovo,Household,Online,H,2011-01-14,288951003,2011-02-28,5878,668.27,502.54,3928091.06,2953930.12,974160.94,2011-01-14,288951003,Household,668.27,5878,SAVE15,Kosovo,15,3338877.401,5372
Australia and Oceania,Papua New Guinea,Cereal,Offline,L,2017-06-04,270212876,2017-07-21,850,205.7,117.11,174845.0,99543.5,75301.5,2017-06-04,270212876,Cereal,205.7,850,NOCOUP,Papua New Guinea,0,174845.0,3039
Middle East and North Africa,Kuwait,Meat,Online,C,2010-04-13,815691363,2010-04-27,56,421.89,364.69,23625.84,20422.64,3203.2,2010-04-13,815691363,Meat,421.89,56,NOCOUP,Kuwait,0,23625.84,5648
Australia and Oceania,Tuvalu,Baby Food,Offline,C,2014-07-02,698872792,2014-07-29,845,255.28,159.42,215711.6,134709.9,81001.7,2014-07-02,698872792,Baby Food,255.28,845,SAVE10,Tuvalu,10,194140.44,4107
Central America and the Caribbean,Nicaragua,Cereal,Online,H,2014-05-24,563555991,2014-05-27,7596,205.7,117.11,1562497.2,889567.56,672929.64,2014-05-24,563555991,Cereal,205.7,7596,NOCOUP,Nicaragua,0,1562497.2,4146
Europe,Croatia,Clothes,Online,M,2010-06-25,673852288,2010-07-19,6721,109.28,35.84,734470.88,240880.64,493590.24,2010-06-25,673852288,Clothes,109.28,6721,SAVE10,Croatia,10,661023.792,5575
Central America and the Caribbean,Haiti,Fruits,Online,L,2015-09-16,464185512,2015-09-24,1663,9.33,6.92,15515.79,11507.96,4007.83,2015-09-16,464185512,Fruits,9.33,1663,NOCOUP,Haiti,0,15515.79,3666
Australia and Oceania,Tuvalu,Meat,Offline,M,2013-10-18,789291989,2013-11-26,7894,421.89,364.69,3330399.66,2878862.86,451536.8,2013-10-18,789291989,Meat,421.89,7894,SAVE10,Tuvalu,10,2997359.6939999997,4364
Europe,Croatia,Meat,Offline,H,2016-01-13,774220550,2016-02-18,7920,421.89,364.69,3341368.8,2888344.8,453024.0,2016-01-13,774220550,Meat,421.89,7920,NOCOUP,Croatia,0,3341368.8,3547
Europe,Czech Republic,Cereal,Offline,H,2012-01-21,964332520,2012-02-24,6277,205.7,117.11,1291178.9,735099.47,556079.43,2012-01-21,964332520,Cereal,205.7,6277,NOCOUP,Czech Republic,0,1291178.9,5000
Middle East and North Africa,Egypt,Cosmetics,Offline,H,2011-06-30,175301730,2011-07-05,4532,437.2,263.33,1981390.4,1193411.56,787978.84,2011-06-30,175301730,Cosmetics,437.2,4532,SAVE15,Egypt,15,1684181.8399999999,5205
Sub-Saharan Africa,Sierra Leone,Vegetables,Offline,H,2017-06-23,443114507,2017-07-29,6284,154.06,90.93,968113.04,571404.12,396708.92,2017-06-23,443114507,Vegetables,154.06,6284,NOCOUP,Sierra Leone,0,968113.04,3020
Sub-Saharan Africa,Rwanda,Fruits,Online,L,2015-04-03,274069678,2015-05-22,2163,9.33,6.92,20180.79,14967.96,5212.83,2015-04-03,274069678,Fruits,9.33,2163,NOCOUP,Rwanda,0,20180.79,3832
Europe,Macedonia,Meat,Offline,M,2013-11-14,494778573,2013-12-17,4830,421.89,364.69,2037728.7,1761452.7,276276.0,2013-11-14,494778573,Meat,421.89,4830,SAVE10,Macedonia,10,1833955.83,4337
Europe,Andorra,Meat,Online,L,2012-01-28,202165019,2012-02-08,3977,421.89,364.69,1677856.53,1450372.13,227484.4,2012-01-28,202165019,Meat,421.89,3977,NOCOUP,Andorra,0,1677856.53,4993
Asia,China,Clothes,Online,C,2017-04-01,813465344,2017-04-26,1327,109.28,35.84,145014.56,47559.68,97454.88,2017-04-01,813465344,Clothes,109.28,1327,SAVE10,Shanghai,10,130513.104,3103
Central America and the Caribbean,Panama,Meat,Offline,M,2011-05-04,216228377,2011-05-04,5637,421.89,364.69,2378193.93,2055757.53,322436.4,2011-05-04,216228377,Meat,421.89,5637,SAVE10,Panama,10,2140374.537,5262
Australia and Oceania,Tonga,Baby Food,Online,L,2015-03-20,418315446,2015-04-17,7691,255.28,159.42,1963358.48,1226099.22,737259.26,2015-03-20,418315446,Baby Food,255.28,7691,SAVE10,Tonga,10,1767022.632,3846
Europe,Finland,Meat,Online,H,2016-09-27,797900378,2016-11-02,5308,421.89,364.69,2239392.12,1935774.52,303617.6,2016-09-27,797900378,Meat,421.89,5308,NOCOUP,Finland,0,2239392.12,3289
Sub-Saharan Africa,Senegal,Beverages,Offline,M,2012-05-30,353469502,2012-06-15,8335,47.45,31.79,395495.75,264969.65,130526.1,2012-05-30,353469502,Beverages,47.45,8335,SAVE10,Senegal,10,355946.175,4870
Asia,Maldives,Meat,Offline,C,2011-02-25,853821647,2011-04-16,3654,421.89,364.69,1541586.06,1332577.26,209008.8,2011-02-25,853821647,Meat,421.89,3654,NOCOUP,Maldives,0,1541586.06,5330
Europe,Montenegro,Beverages,Offline,M,2015-05-18,988068139,2015-06-16,174,47.45,31.79,8256.3,5531.46,2724.84,2015-05-18,988068139,Beverages,47.45,174,SAVE10,Montenegro,10,7430.670000000001,3787
Sub-Saharan Africa,Guinea,Vegetables,Online,M,2017-03-16,415632808,2017-04-21,3839,154.06,90.93,591436.34,349080.27,242356.07,2017-03-16,415632808,Vegetables,154.06,3839,SAVE10,Guinea,10,532292.706,3119
Sub-Saharan Africa,Lesotho,Cosmetics,Offline,C,2017-05-25,216251981,2017-06-10,2622,437.2,263.33,1146338.4,690451.26,455887.14,2017-05-25,216251981,Cosmetics,437.2,2622,SAVE15,Lesotho,15,974387.6399999999,3049
Central America and the Caribbean,Dominican Republic,Office Supplies,Offline,H,2013-12-26,639974486,2013-12-28,1527,651.21,524.96,994397.67,801613.92,192783.75,2013-12-26,639974486,Office Supplies,651.21,1527,NOCOUP,Dominican Republic,0,994397.67,4295
Middle East and North Africa,Jordan,Meat,Online,H,2013-08-25,657161653,2013-10-06,7591,421.89,364.69,3202566.99,2768361.79,434205.2,2013-08-25,657161653,Meat,421.89,7591,NOCOUP,Jordan,0,3202566.9899999998,4418
Australia and Oceania,Papua New Guinea,Cosmetics,Offline,L,2012-10-05,208487308,2012-10-24,4882,437.2,263.33,2134410.4,1285577.06,848833.34,2012-10-05,208487308,Cosmetics,437.2,4882,NOCOUP,Papua New Guinea,0,2134410.4,4742
Middle East and North Africa,Libya,Household,Offline,C,2016-05-07,654937779,2016-06-08,9498,668.27,502.54,6347228.46,4773124.92,1574103.54,2016-05-07,654937779,Household,668.27,9498,SAVE15,Libya,15,5395144.191,3432
Central America and the Caribbean,Cuba,Meat,Online,L,2011-07-22,727811896,2011-08-08,4569,421.89,364.69,1927615.41,1666268.61,261346.8,2011-07-22,727811896,Meat,421.89,4569,NOCOUP,Cuba,0,1927615.41,5183
Central America and the Caribbean,Saint Kitts and Nevis ,Baby Food,Offline,C,2016-11-21,578720986,2016-12-16,5255,255.28,159.42,1341496.4,837752.1,503744.3,2016-11-21,578720986,Baby Food,255.28,5255,SAVE10,Saint Kitts And Nevis ,10,1207346.76,3234
